AT	GO	contig	O_sativa_locus_annotation	ProbeName	TargetID	Variance_population_Oil_	Variance_Residual	SumVariance	SampleVariance	PropVar_population_Oil_	PropVar_Residual	RSquare	N2RLL	AIC	AICC	BIC	F_T3_Oil	F_T3_State	NDF_T3_Oil	NDF_T3_State	DDF_T3_Oil	DDF_T3_State	PrF_T3_Oil	PrF_T3_State	NLP_T3_Oil	NLP_T3_State	Sig Index PrF_T3_Oil	Sig Index PrF_T3_State	Sum Sig Index for F-Tests	Avg Sig Index for F-Tests
AT5G65180	GO:0045132/GO:0033044/GO:0003674/GO:0007062/GO:0043247/GO:0032204/GO:0005634/GO:0043247/GO:0032204/GO:0033044/GO:0043247/GO:0043247/GO:0007129/GO:0008150/GO:0042138/GO:0042138/GO:0007062/GO:0010332/GO:0031048/GO:0032204/GO:0007131/GO:0007129/GO:0032504/GO:0032204/GO:0031048/GO:0007131/GO:0007059/GO:0031048/GO:0005634	S_alt_contig03947	LOC_Os04g54420.1|13104.m05627|cDNA protein of unknown function, DUF618 domain containing protein, expressed	CUST_10157_PI428634872	S_alt_contig03947	0.020937	0.037974	0.0589116868	0.1327250227	0.355403	0.644597	0.738163084	-7.6	-3.6	-3.4	-4.1	17.65	2.36	1	1	51	51	0.0001	0.1304	3.9722916827	0.8848634594	1	0	1	0.5
AT1G11890	GO:0009408/GO:0005783/GO:0006457/GO:0006457/GO:0042542/GO:0034976/GO:0006810/GO:0016020/GO:0016192/GO:0009408/GO:0005886/GO:0016021/GO:0034976/GO:0006457/GO:0016192/GO:0005215/GO:0005794/GO:0009644	S_5sp_contig21459	LOC_Os03g57760.2|13103.m06334|cDNA 25.3 kDa vesicle transport protein, putative, expressed	CUST_1015_PI428634872	S_5sp_contig21459	0.036246	0.044896	0.0811423729	0.1728513336	0.446701	0.553299	0.7629871236	1.9	5.9	6.1	5.5	6.45	9.43	1	1	51	51	0.0142	0.0034	1.8483780566	2.4656851124	0	1	1	0.5
AT3G28730	GO:0048519/GO:0031047/GO:0006346/GO:0005719/GO:0005634/GO:0031047/GO:0009616/GO:0000394/GO:0000394/GO:0006342/GO:0010267/GO:0006366/GO:0035196/GO:0009887/GO:0003677/GO:0010073/GO:0010050/GO:0009616/GO:0005719/GO:0007267/GO:0006306/GO:0010051/GO:0006342/GO:0006346/GO:0010228/GO:0010267/GO:0016569/GO:0016246/GO:0048439/GO:0016569/GO:0003700/GO:0005634/GO:0006306/GO:0006342/GO:0010014/GO:0006306/GO:0016246/GO:0006346/GO:0035101/GO:0005634/GO:0035101/GO:0035196/GO:0009855/GO:0006346	S_alt_contig03952	LOC_Os01g08970.2|13101.m00951|cDNA	CUST_10161_PI428634872	S_alt_contig03952	0.002092	0.008847	0.0109389309	0.0389810731	0.19127	0.80873	0.7903570043	-83.9	-79.9	-79.6	-80.3	51.92	4.38	1	1	51	51	<.0001	0.0413	8.5887664012	1.384369509	1	0	1	0.5
AT5G01310	GO:0032204/GO:0009150/GO:0032204/GO:0010413/GO:0009150/GO:0005622/GO:0043247/GO:0000278/GO:0010413/GO:0006790/GO:0003824/GO:0047627/GO:0006355/GO:0006310/GO:0007131/GO:0006396/GO:0007126/GO:0033044/GO:0033044/GO:0007062/GO:0003700/GO:0003700/GO:0032204/GO:0008270/GO:0043247/GO:0006355/GO:0006259/GO:0005634/GO:0007062/GO:0043247/GO:0010332/GO:0006355/GO:0006790/GO:0042138/GO:0045492/GO:0045132/GO:0006396/GO:0042138/GO:0007131/GO:0043247/GO:0032204/GO:0045492	S_alt_contig03955	LOC_Os03g18210.1|13103.m02181|cDNA basic helix-loop-helix, putative, expressed	CUST_10164_PI428634872	S_alt_contig03955	0.034074	0.032388	0.0664623723	0.1353991521	0.512685	0.487315	0.7820684075	-14.1	-10.1	-9.8	-10.5	0.55	13.03	1	1	51	51	0.4629	0.0007	0.3345381255	3.156236472	0	1	1	0.5
NA		S_alt_contig03957_RC	LOC_Os01g72630.1|13101.m07915|cDNA expressed protein	CUST_10166_PI428634872	S_alt_contig03957_RC	0	0.275422	0.2754223987	0.3756336765	0	1	0.3401013425	34.1	36.1	36.3	35.8	9.18	0.10	1	1	18	18	0.0072	0.7528	2.1431392339	0.1233254563	1	0	1	0.5
AT5G11710	GO:0005515/GO:0005884/GO:0005737/GO:0006623/GO:0005794/GO:0005515/GO:0002020/GO:0030276/GO:0006886/GO:0006886/GO:0005515/GO:0005515/GO:0006623/GO:0009579	S_alt_contig03960	LOC_Os04g51120.3|13104.m05201|cDNA ENTH domain containing protein, expressed	CUST_10168_PI428634872	S_alt_contig03960	0.052841	0.116145	0.1689857996	0.764310186	0.312696	0.687304	0.8606875342	48.9	52.9	53.1	52.5	20.88	35.15	1	1	51	51	<.0001	<.0001	4.5047975865	6.5769671341	1	1	2	1
AT3G48140	GO:0003674/GO:0010150/GO:0005777/GO:0005739/GO:0005777	S_alt_contig03961	LOC_Os06g13680.1|13106.m01510|cDNA	CUST_10169_PI428634872	S_alt_contig03961	0.015427	0.073471	0.0888980854	0.1201388346	0.17354	0.82646	0.4341661076	23.8	27.8	28.1	27.4	8.96	1.42	1	1	51	51	0.0042	0.2394	2.3724833021	0.6208467121	1	0	1	0.5
AT4G39090	GO:0009651/GO:0009414/GO:0004197/GO:0009651/GO:0006970/GO:0006833/GO:0006096/GO:0009651/GO:0005576/GO:0046686/GO:0009266/GO:0006508/GO:0009651/GO:0006972/GO:0005773/GO:0005773/GO:0042742/GO:0009269/GO:0005634/GO:0008234/GO:0006972/GO:0009269/GO:0006096/GO:0042742/GO:0006970/GO:0008234/GO:0007030/GO:0007030/GO:0009414/GO:0006508	S_alt_contig03963	LOC_Os02g27030.1|13102.m02936|cDNA	CUST_10171_PI428634872	S_alt_contig03963	0.057647	0.034583	0.0922301603	0.378605932	0.625037	0.374963	0.9169514527	-9.5	-5.5	-5.2	-5.9	26.33	3.93	1	1	51	51	<.0001	0.0528	5.3441638416	1.2776028713	1	0	1	0.5
AT5G43310	GO:0005634/GO:0005634/GO:0005634/GO:0005886/GO:0016020/GO:0005886/GO:0005634	S_alt_contig03966	LOC_Os07g26440.1|13107.m02619|cDNA	CUST_10174_PI428634872	S_alt_contig03966	0.011459	0.114943	0.126402142	0.2218640829	0.090658	0.909342	0.5153413637	45.4	49.4	49.7	49.0	0.76	24.86	1	1	51	51	0.3886	<.0001	0.4105029746	5.1251778513	0	1	1	0.5
NA		S_alt_contig03969_NB		CUST_10176_PI428634872	S_alt_contig03969_NB	0.024799	0.093192	0.1179900419	0.1526332915	0.210175	0.789825	0.4368617333	36.4	40.4	40.7	40.0	8.41	0.02	1	1	51	51	0.0055	0.8897	2.2604106057	0.0507653463	1	0	1	0.5
AT2G30100	GO:0009507	S_alt_contig03971	LOC_Os05g28500.1|13105.m02933|cDNA ubiquitin family protein, putative, expressed	CUST_10177_PI428634872	S_alt_contig03971	0.043796	0.027347	0.0711438137	0.1524055029	0.615605	0.384395	0.8368311009	-21.5	-17.5	-17.3	-18.0	2.10	10.95	1	1	51	51	0.1539	0.0017	0.8128441901	2.7646092654	0	1	1	0.5
AT1G71410	GO:0005737/GO:0006468/GO:0006468/GO:0006468/GO:0016772/GO:0016301/GO:0005524/GO:0004672/GO:0016020/GO:0004672/GO:0005524	S_alt_contig03981_RC	LOC_Os01g42950.1|13101.m04421|cDNA	CUST_10186_PI428634872	S_alt_contig03981_RC	0.003728	0.034225	0.0379528998	0.1384525914	0.098226	0.901774	0.7690587298	-16.3	-12.3	-12.0	-12.7	52.21	28.82	1	1	51	51	<.0001	<.0001	8.620721434	5.7066484006	1	1	2	1
NA		S_alt_contig03982_NB		CUST_10187_PI428634872	S_alt_contig03982_NB	0.101817	0.577975	0.6797920735	1.1535638377	0.149776	0.850224	0.535263733	128.7	132.7	132.9	132.3	11.00	8.35	1	1	51	51	0.0017	0.0057	2.7732596898	2.2479301125	1	1	2	1
AT5G64930	GO:0009644/GO:0003674/GO:0010182/GO:0009507/GO:0009627/GO:0010090/GO:0009868/GO:0010090/GO:0009868/GO:0009627/GO:0005634/GO:0048573/GO:0005634/GO:0009868/GO:0009627/GO:0048573/GO:0048573/GO:0009627/GO:0009868/GO:0009627/GO:0016020/GO:0048573/GO:0042542/GO:0009626/GO:0006952/GO:0010090/GO:0010182/GO:0010150/GO:0051707/GO:0009627/GO:0009626	S_5sp_contig21496_RC	LOC_Os02g53070.1|13102.m06052|cDNA HYS1, putative, expressed	CUST_1018_PI428634872	S_5sp_contig21496_RC	0.013279	0.047752	0.0610309263	0.1604289863	0.217583	0.782417	0.7256207312	2.4	6.4	6.7	6.0	16.41	17.72	1	1	51	51	0.0002	0.0001	3.759876353	3.9827701487	1	1	2	1
AT5G08520	GO:0005634/GO:0006355/GO:0003677/GO:0006355/GO:0003700/GO:0003700/GO:0006355/GO:0003677	S_alt_contig03993	LOC_Os04g58020.1|13104.m06085|cDNA MYB_Al protein, putative, expressed	CUST_10195_PI428634872	S_alt_contig03993	0.004911	0.015514	0.0204248855	0.0308760468	0.240439	0.759561	0.537553673	-54.6	-50.6	-50.4	-51.0	8.18	3.76	1	1	51	51	0.0061	0.0582	2.2126405305	1.235342278	1	0	1	0.5
NA		S_alt_contig03995_NB		CUST_10197_PI428634872	S_alt_contig03995_NB	0.006382	0.097945	0.1043275368	0.2855379758	0.061174	0.938826	0.6771011204	36.7	40.7	41.0	40.3	59.58	4.56	1	1	51	51	<.0001	0.0376	9.397039518	1.4250428502	1	0	1	0.5
AT1G75400	GO:0005634/GO:0008270/GO:0006499/GO:0006499/GO:0006499	S_5sp_contig21514	LOC_Os01g15630.2|13101.m01731|cDNA zinc finger, C3HC4 type domain containing protein, expressed	CUST_1019_PI428634872	S_5sp_contig21514	0.01663	0.020553	0.0371825725	0.0765808744	0.447254	0.552746	0.7551076123	-38.0	-34.0	-33.7	-34.4	0.09	14.96	1	1	51	51	0.7712	0.0003	0.1128196542	3.5055022148	0	1	1	0.5
AT5G61960	GO:0003676/GO:0045836/GO:0003723/GO:0000166/GO:0005634/GO:0005515/GO:0005634/GO:0000166/GO:0048507/GO:0003676	S_5sp_contig05305	LOC_Os02g31290.2|13102.m03425|cDNA	CUST_101_PI428634872	S_5sp_contig05305	0.005067	0.019277	0.0243444419	0.041190604	0.208143	0.791857	0.583289089	-26.0	-22.0	-21.6	-22.4	14.27	0.11	1	1	33	33	0.0006	0.7441	3.2008860484	0.1283552347	1	0	1	0.5
AT3G47680	GO:0003677/GO:0008150/GO:0009507	S_alt_contig04009_RC	LOC_Os10g31120.1|13110.m02701|cDNA transposon protein, putative, Pong sub-class	CUST_10208_PI428634872	S_alt_contig04009_RC	0.024202	0.055753	0.0799552753	0.1896579702	0.302692	0.697308	0.7303731411	11.4	15.4	15.6	14.9	10.33	13.63	1	1	51	51	0.0023	0.0005	2.6445128999	3.2651414951	1	1	2	1
AT5G64740	GO:0043622/GO:0005886/GO:0016759/GO:0071555/GO:0030243/GO:0030243/GO:0010005/GO:0043622/GO:0008270/GO:0009833/GO:0010817/GO:0005886/GO:0030244/GO:0009832/GO:0030244/GO:0016020/GO:0016049/GO:0005794/GO:0010583/GO:0042546/GO:0009832/GO:0005886/GO:0043481/GO:0009664/GO:0048767/GO:0030244/GO:0005886/GO:0010330/GO:0010005/GO:0009664/GO:0016049/GO:0030244/GO:0071555/GO:0009932/GO:0016760/GO:0016757/GO:0048767/GO:0000271/GO:0016020/GO:0009825/GO:0009932	S_alt_contig04013	LOC_Os07g14850.1|13107.m01557|cDNA	CUST_10211_PI428634872	S_alt_contig04013	0	0.532875	0.5328754923	1.5233596938	0	1	0.6633973018	121.7	123.7	123.8	123.5	64.28	36.23	1	1	51	51	<.0001	<.0001	9.8652528652	6.7183081157	1	1	2	1
AT3G12480	GO:0003677/GO:0006355/GO:0005634/GO:0005634/GO:0006355/GO:0003677/GO:0006355/GO:0043565/GO:0005829/GO:0003700/GO:0005622	S_alt_contig04016	LOC_Os11g34200.1|13111.m03312|cDNA histone-like transcription factor and archaeal histone, putative, expressed	CUST_10214_PI428634872	S_alt_contig04016	0.00309	0.044008	0.0470975568	0.0857967705	0.065601	0.934399	0.5176659413	-4.0	-0.0	0.2	-0.4	26.50	4.40	1	1	51	51	<.0001	0.0409	5.3700304929	1.3886517358	1	0	1	0.5
NA		S_alt_contig04023_NB		CUST_10219_PI428634872	S_alt_contig04023_NB	0.032453	0.069168	0.1016205137	0.4220681769	0.31935	0.68065	0.8498053535	22.5	26.5	26.8	26.1	46.76	2.98	1	1	51	51	<.0001	0.0905	8.008047846	1.0433119365	1	0	1	0.5
AT1G67300	GO:0055085/GO:0006810/GO:0016020/GO:0015144/GO:0055085/GO:0016020/GO:0006810/GO:0022891/GO:0022857/GO:0015144/GO:0022857/GO:0005215/GO:0005215/GO:0055085/GO:0005351/GO:0022891/GO:0016021/GO:0016021/GO:0055085/GO:0016020	S_alt_contig04026_RC	LOC_Os02g17500.2|13102.m01957|cDNA transporter family protein, putative, expressed	CUST_10221_PI428634872	S_alt_contig04026_RC	0.08151	0.078372	0.1598818059	0.4100671398	0.509811	0.490189	0.8258655519	31.0	35.0	35.2	34.5	18.73	0.40	1	1	51	51	<.0001	0.5305	4.1535734502	0.2753079799	1	0	1	0.5
AT3G18850	GO:0008152/GO:0005739/GO:0005739/GO:0005739/GO:0016746/GO:0005739/GO:0016746/GO:0008152/GO:0016746/GO:0016746/GO:0008152/GO:0008152/GO:0016746/GO:0008152/GO:0005739/GO:0008152/GO:0016746	S_alt_contig04027	LOC_Os01g57360.1|13101.m06085|cDNA acyltransferase, putative, expressed	CUST_10222_PI428634872	S_alt_contig04027	0.004349	0.013384	0.0177323467	0.0467050781	0.245243	0.754757	0.736344676	-62.1	-58.1	-57.8	-58.5	29.51	2.39	1	1	51	51	<.0001	0.1285	5.8054662358	0.8912250034	1	0	1	0.5
NA		S_alt_contig04029_NB		CUST_10223_PI428634872	S_alt_contig04029_NB	0.090918	0.040889	0.1318069488	0.3154617412	0.68978	0.31022	0.8822621394	-0.1	3.9	4.2	3.5	14.18	0.00	1	1	51	51	0.0004	0.9791	3.3645358918	0.0091849699	1	0	1	0.5
AT2G38020	GO:0007033/GO:0006487/GO:0007030/GO:0006486/GO:0009705/GO:0006886/GO:0010413/GO:0006487/GO:0010413/GO:0005622/GO:0006486/GO:0045492/GO:0006886/GO:0006623/GO:0007030/GO:0016926/GO:0007033/GO:0010228/GO:0050665/GO:0016926/GO:0009705/GO:0007033/GO:0003674/GO:0007033/GO:0009705/GO:0045492/GO:0006487/GO:0006886/GO:0006623/GO:0006886/GO:0050665/GO:0016926/GO:0006486	S_alt_contig04036_RC	LOC_Os01g47650.1|13101.m04927|cDNA	CUST_10227_PI428634872	S_alt_contig04036_RC	0.01848	0.057597	0.0760774042	0.1751905778	0.242912	0.757088	0.6974597173	12.3	16.3	16.6	15.9	25.00	1.12	1	1	51	51	<.0001	0.2948	5.1455475722	0.5304147621	1	0	1	0.5
AT5G03280	GO:0031348/GO:0016558/GO:0009408/GO:0010182/GO:0050832/GO:0042742/GO:0052544/GO:0042742/GO:0010182/GO:0009926/GO:0006970/GO:0009873/GO:0005515/GO:0005215/GO:0009651/GO:0009873/GO:0016558/GO:0052544/GO:0009755/GO:0005515/GO:0005886/GO:0009871/GO:0009753/GO:0006979/GO:0009408/GO:0009871/GO:0009789/GO:0001736/GO:0009723/GO:0006891/GO:0005515/GO:0009651/GO:0006810/GO:0008219/GO:0009789/GO:0002237/GO:0009755/GO:0052544/GO:0071281/GO:0048765/GO:0009651/GO:0010351/GO:0050832/GO:0010150/GO:0010182/GO:0009871/GO:0009725/GO:0048825/GO:0006891/GO:0010119/GO:0006970/GO:0006869/GO:0050832/GO:0009651/GO:0048765/GO:0010182/GO:0050832/GO:0009871/GO:0016558	S_alt_contig04040	LOC_Os07g06130.2|13107.m00578|cDNA	CUST_10229_PI428634872	S_alt_contig04040	0.005281	0.080874	0.0861557766	0.1517118054	0.0613	0.9387	0.4982066631	26.9	30.9	31.2	30.5	6.42	22.97	1	1	51	51	0.0144	<.0001	1.8410425697	4.834582301	0	1	1	0.5
AT1G01090	GO:0009507/GO:0009941/GO:0005739/GO:0006096/GO:0009570/GO:0009941/GO:0004739/GO:0009941/GO:0043231/GO:0004739/GO:0008152/GO:0009941/GO:0016624/GO:0009570/GO:0009570/GO:0009941/GO:0009536/GO:0009941/GO:0009941/GO:0004739/GO:0006096/GO:0009941/GO:0009570/GO:0008152/GO:0055114	S_5sp_contig21519	LOC_Os04g02900.2|13104.m00212|cDNA dehydrogenase E1 component domain containing protein, expressed	CUST_1022_PI428634872	S_5sp_contig21519	0.00556	0.05635	0.0619104041	0.1912979655	0.089814	0.910186	0.7243919497	9.0	13.0	13.3	12.6	64.69	2.18	1	1	51	51	<.0001	0.1462	9.9054483998	0.8351215422	1	0	1	0.5
AT2G14830	GO:0005634/GO:0008150/GO:0008270/GO:0005737	S_alt_contig04043	LOC_Os12g32374.1|13112.m03302|cDNA histone deacetylase 6, putative, expressed	CUST_10232_PI428634872	S_alt_contig04043	0.000899	0.096949	0.0978484997	0.1272591067	0.009188	0.990812	0.2702423967	35.0	39.0	39.3	38.6	16.83	0.08	1	1	51	51	0.0001	0.7815	3.8316761033	0.1070604463	1	0	1	0.5
NA		S_alt_contig04050_NB		CUST_10236_PI428634872	S_alt_contig04050_NB	0.080262	0.068444	0.1487061907	0.2351719937	0.539734	0.460266	0.7349912233	24.4	28.4	28.6	28.0	8.45	0.16	1	1	51	51	0.0054	0.6891	2.2673563923	0.1617102024	1	0	1	0.5
AT4G18260	GO:0016020/GO:0016021/GO:0009507	S_alt_contig04052	LOC_Os01g47620.1|13101.m04924|cDNA expressed protein	CUST_10238_PI428634872	S_alt_contig04052	0.009088	0.030709	0.0397969348	0.0704383772	0.228356	0.771644	0.5984223618	-19.9	-15.9	-15.7	-16.4	13.29	3.80	1	1	51	51	0.0006	0.0569	3.2028277963	1.2449014531	1	0	1	0.5
AT3G47570	GO:0006468/GO:0005524/GO:0005524/GO:0004674/GO:0005886/GO:0005524/GO:0016772/GO:0004674/GO:0006468/GO:0004674/GO:0006468/GO:0006468/GO:0006468/GO:0004672/GO:0004672/GO:0006468/GO:0007169/GO:0016301/GO:0005524/GO:0004674	S_alt_contig04062	LOC_Os02g40240.2|13102.m04480|cDNA	CUST_10246_PI428634872	S_alt_contig04062	0	0.740294	0.7402938129	4.9397975377	0	1	0.8598054037	79.7	81.7	81.9	81.5	0.54	175.92	1	1	29	29	0.4674	<.0001	0.3302752232	13.115301761	0	1	1	0.5
AT1G48790	GO:0016192/GO:0006511/GO:0006511/GO:0003674/GO:0006623/GO:0006511/GO:0006623/GO:0005634	S_5sp_contig21531	LOC_Os01g47262.2|13101.m04866|cDNA	CUST_1024_PI428634872	S_5sp_contig21531	0.0057	0.030672	0.0363718105	0.044491266	0.156708	0.843292	0.3610406886	-20.9	-16.9	-16.7	-17.4	7.59	0.22	1	1	51	51	0.0081	0.6405	2.089642233	0.1934737467	1	0	1	0.5
NA		S_alt_contig04067_NB		CUST_10250_PI428634872	S_alt_contig04067_NB	0	0.126908	0.1269080222	0.2365137605	0	1	0.4836704641	48.5	50.5	50.6	50.3	39.24	8.54	1	1	51	51	<.0001	0.0052	7.1024137807	2.2862649547	1	1	2	1
AT5G13450	GO:0005739/GO:0005739/GO:0006511/GO:0016020/GO:0051788/GO:0005739/GO:0005886/GO:0008270/GO:0005739/GO:0009853/GO:0009507/GO:0015986/GO:0015986/GO:0005886/GO:0000275/GO:0005886/GO:0015986/GO:0015979/GO:0005739/GO:0000302/GO:0005753/GO:0005739/GO:0010039/GO:0080129/GO:0046933/GO:0005739/GO:0055072/GO:0000275/GO:0046933/GO:0050897/GO:0005753/GO:0046933/GO:0009507/GO:0015986/GO:0015979/GO:0005753/GO:0015986/GO:0016020/GO:0000275/GO:0000275/GO:0009853/GO:0046933/GO:0006511/GO:0005753/GO:0046933/GO:0046933/GO:0015986/GO:0006511	S_alt_contig04068	LOC_Os06g43850.1|13106.m04596|cDNA	CUST_10251_PI428634872	S_alt_contig04068	0.001709	0.017347	0.0190559869	0.1935592134	0.089665	0.910335	0.9161429243	-51.1	-47.1	-46.8	-47.5	214.75	70.29	1	1	51	51	<.0001	<.0001	19.190610968	10.435340915	1	1	2	1
AT4G34610	GO:0003700/GO:0006355/GO:0006355/GO:0006355/GO:0006355/GO:0005634/GO:0043565/GO:0043565/GO:0003677/GO:0003700/GO:0005634/GO:0048513/GO:0003700/GO:0006355/GO:0006355	S_alt_contig04076	LOC_Os03g47740.1|13103.m05143|cDNA homeodomain protein, putative, expressed	CUST_10256_PI428634872	S_alt_contig04076	0.011301	0.061272	0.07257297	0.1003475816	0.155723	0.844277	0.4340155844	14.3	18.3	18.6	17.9	7.55	4.04	1	1	51	51	0.0083	0.0498	2.0823032169	1.3024284741	1	0	1	0.5
NA		S_alt_contig04084_NB		CUST_10264_PI428634872	S_alt_contig04084_NB	0	0.387696	0.3876962857	0.4878236569	0	1	0.2390722217	93.8	95.8	95.9	95.6	14.12	0.00	1	1	45	45	0.0005	0.9459	3.3085512825	0.0241360641	1	0	1	0.5
AT4G03430	GO:0005634/GO:0000398/GO:0009409/GO:0005622/GO:0000398/GO:0000398/GO:0005634/GO:0006396/GO:0009409/GO:0005634/GO:0000398/GO:0006396	S_5sp_contig21537	LOC_Os01g15860.1|13101.m01761|cDNA	CUST_1026_PI428634872	S_5sp_contig21537	0.001681	0.019959	0.0216397004	0.0296656115	0.077664	0.922336	0.3690051172	-44.1	-40.1	-39.9	-40.5	0.61	13.89	1	1	51	51	0.4370	0.0005	0.359478497	3.3136288315	0	1	1	0.5
AT5G65840	GO:0009507/GO:0055114/GO:0009570/GO:0009570/GO:0016491/GO:0016209/GO:0009570/GO:0009570/GO:0009507	S_alt_contig04092	LOC_Os03g51950.1|13103.m05658|cDNA expressed protein	CUST_10270_PI428634872	S_alt_contig04092	0.031429	0.053141	0.0845701578	0.1410612087	0.371629	0.628371	0.6554412994	9.7	13.7	13.9	13.2	11.41	0.25	1	1	51	51	0.0014	0.6215	2.8525111341	0.2065709546	1	0	1	0.5
AT1G63690	GO:0005768/GO:0004190/GO:0005768/GO:0004190/GO:0005886/GO:0005768/GO:0005768/GO:0008233/GO:0005794/GO:0005886/GO:0005794/GO:0006508	S_alt_contig04094_RC	LOC_Os06g51430.1|13106.m05559|cDNA signal peptide peptidase-like 2B, putative, expressed	CUST_10272_PI428634872	S_alt_contig04094_RC	0.015964	0.11166	0.1276239098	0.326675411	0.125086	0.874914	0.6819781008	44.5	48.5	48.7	48.1	38.17	5.65	1	1	51	51	<.0001	0.0212	6.9670238889	1.6731767125	1	0	1	0.5
AT3G02830	GO:0008270/GO:0003676/GO:0017148/GO:0004518/GO:0005829/GO:0005634/GO:0003676/GO:0017148/GO:0003677/GO:0010313/GO:0010313/GO:0048027/GO:0017148	S_5sp_contig21555	LOC_Os01g68860.3|13101.m07508|cDNA	CUST_1027_PI428634872	S_5sp_contig21555	0.156727	0.084227	0.2409538261	0.5252427051	0.650444	0.349556	0.8542585216	36.3	40.3	40.5	39.8	9.69	3.23	1	1	51	51	0.0030	0.0784	2.5184081417	1.1056722079	1	0	1	0.5
AT5G57580	GO:0006487/GO:0006487/GO:0006487/GO:0005516/GO:0005516/GO:0008150/GO:0005634	S_alt_contig04108_RC	LOC_Os04g36660.1|13104.m03545|cDNA	CUST_10283_PI428634872	S_alt_contig04108_RC	0.006672	0.047839	0.0545112567	0.0964519581	0.122398	0.877602	0.5383530801	1.2	5.2	5.5	4.8	0.01	23.09	1	1	51	51	0.9343	<.0001	0.0295294997	4.8533989184	0	1	1	0.5
NA		S_alt_contig04110_NB		CUST_10285_PI428634872	S_alt_contig04110_NB	0	0.140257	0.1402565516	0.2278166779	0	1	0.4075769483	53.6	55.6	55.7	55.4	1.39	33.70	1	1	51	51	0.2447	<.0001	0.6113756076	6.383752089	0	1	1	0.5
AT5G55060	GO:0005737/GO:0008150/GO:0003674/GO:0005737	S_alt_contig04111	LOC_Os07g32670.1|13107.m03312|cDNA expressed protein	CUST_10286_PI428634872	S_alt_contig04111	0.026929	0.027042	0.0539711588	0.1158198399	0.498951	0.501049	0.7872151845	-23.4	-19.4	-19.2	-19.8	10.88	4.09	1	1	51	51	0.0018	0.0484	2.7495796638	1.315595474	1	0	1	0.5
AT1G05960	GO:0008150/GO:0005886/GO:0005886	S_alt_contig04116	LOC_Os01g67290.1|13101.m07299|cDNA cyclin-related protein, putative, expressed	CUST_10288_PI428634872	S_alt_contig04116	0	0.078789	0.0787893062	0.1380368253	0	1	0.450754357	24.2	26.2	26.3	26.0	34.47	7.38	1	1	51	51	<.0001	0.0090	6.4870008117	2.0465658018	1	0	1	0.5
AT5G46860	GO:0006944/GO:0005770/GO:0048193/GO:0005515/GO:0030140/GO:0007033/GO:0009705/GO:0005773/GO:0005484/GO:0009660/GO:0052543/GO:0009705/GO:0005773/GO:0006944/GO:0007033/GO:0007030/GO:0006623/GO:0005773/GO:0007030/GO:0005773/GO:0009556/GO:0005770/GO:0009705/GO:0006944/GO:0016192/GO:0052543/GO:0000902/GO:0006944/GO:0016192/GO:0006886/GO:0009660/GO:0030140/GO:0000325/GO:0007033/GO:0009705/GO:0016049/GO:0048193/GO:0000902/GO:0005484/GO:0007033/GO:0005794/GO:0009959/GO:0016197/GO:0006886/GO:0030140/GO:0009705/GO:0016197/GO:0006886/GO:0006623/GO:0009556/GO:0006886/GO:0009705/GO:0000325/GO:0010118	S_alt_contig04117	LOC_Os01g15110.1|13101.m01671|cDNA	CUST_10289_PI428634872	S_alt_contig04117	0.005223	0.012523	0.0177456948	0.0251365637	0.294335	0.705665	0.5428870175	-64.9	-60.9	-60.7	-61.3	0.10	9.18	1	1	51	51	0.7527	0.0038	0.1234054706	2.4164703266	0	1	1	0.5
AT5G22850	GO:0006508/GO:0006508/GO:0005576/GO:0004190	S_alt_contig04121_RC	LOC_Os01g56930.1|13101.m06039|cDNA eukaryotic aspartyl protease domain containing protein, expressed	CUST_10292_PI428634872	S_alt_contig04121_RC	0.025561	0.03583	0.0613911017	0.150951679	0.416362	0.583638	0.7832199624	-10.0	-6.0	-5.7	-6.4	18.67	1.95	1	1	51	51	<.0001	0.1686	4.1430521882	0.7731510571	1	0	1	0.5
AT2G33840	GO:0006418/GO:0006418/GO:0005737/GO:0004812/GO:0006418/GO:0006418/GO:0006418/GO:0005524/GO:0005524/GO:0005737/GO:0006437/GO:0005524/GO:0000166/GO:0004831/GO:0006437/GO:0005524/GO:0004812/GO:0006418/GO:0006437	S_alt_contig04130	LOC_Os08g23110.1|13108.m02363|cDNA tRNA synthetase, putative, expressed	CUST_10298_PI428634872	S_alt_contig04130	0.028265	0.018002	0.046267218	0.1085502218	0.610911	0.389089	0.8491841674	-42.9	-38.9	-38.7	-39.3	0.18	14.77	1	1	51	51	0.6748	0.0003	0.1708252388	3.471287764	0	1	1	0.5
AT3G02760	GO:0006427/GO:0000166/GO:0005829/GO:0048481/GO:0006427/GO:0006418/GO:0005524/GO:0006427/GO:0005737/GO:0006427/GO:0006418/GO:0006427/GO:0004812/GO:0006427/GO:0004821/GO:0004821/GO:0005524/GO:0006418	S_alt_contig04132	LOC_Os05g05840.1|13105.m00621|cDNA	CUST_10299_PI428634872	S_alt_contig04132	0.004536	0.01168	0.0162162949	0.0438515928	0.279735	0.720265	0.7554201625	-68.6	-64.6	-64.4	-65.0	8.89	21.70	1	1	51	51	0.0044	<.0001	2.3567685834	4.6352619106	1	1	2	1
